grid_id,count,Longitude_round,Latitude_round
971,52,-118.477,34.026
972,36,-118.476,34.026
973,12,-118.474,34.026
974,2,-118.473,34.026
975,21,-118.471,34.026
976,21,-118.47,34.026
977,6,-118.469,34.026
978,1,-118.468,34.026
979,7,-118.467,34.026
980,35,-118.464,34.026
981,26,-118.463,34.026
982,53,-118.462,34.026
983,50,-118.461,34.026
984,5,-118.46,34.026
985,29,-118.459,34.026
986,58,-118.458,34.026
987,107,-118.457,34.026
988,88,-118.456,34.026
989,19,-118.455,34.026
990,30,-118.453,34.026
991,56,-118.451,34.026
992,67,-118.515,34.027
993,48,-118.514,34.027
994,100,-118.513,34.027
995,15,-118.511,34.027
996,10,-118.509,34.027
997,1,-118.508,34.027
998,8,-118.507,34.027
999,6,-118.506,34.027
1000,20,-118.504,34.027
1001,18,-118.503,34.027
1002,27,-118.502,34.027
1003,85,-118.501,34.027
1004,89,-118.5,34.027
1005,26,-118.499,34.027
1006,22,-118.498,34.027
1007,103,-118.497,34.027
1008,17,-118.495,34.027
1009,82,-118.494,34.027
1010,106,-118.493,34.027
1011,43,-118.492,34.027
1012,107,-118.491,34.027
1013,66,-118.49,34.027
1014,53,-118.489,34.027
1015,154,-118.488,34.027
1016,99,-118.487,34.027
1017,8,-118.486,34.027
1018,18,-118.485,34.027
1019,108,-118.484,34.027
1020,64,-118.482,34.027
1021,46,-118.48,34.027
1022,27,-118.479,34.027
1023,52,-118.478,34.027
1024,6,-118.476,34.027
1025,267,-118.475,34.027
1026,216,-118.472,34.027
1027,59,-118.469,34.027
1028,42,-118.468,34.027
1029,74,-118.464,34.027
1030,32,-118.463,34.027
1031,6,-118.462,34.027
1032,25,-118.461,34.027
1033,5,-118.46,34.027
1034,19,-118.459,34.027
1035,12,-118.458,34.027
1036,3,-118.457,34.027
1037,46,-118.456,34.027
1038,117,-118.455,34.027
1039,87,-118.454,34.027
1040,28,-118.452,34.027
1041,1,-118.514,34.028
1042,13,-118.512,34.028
1043,18,-118.51,34.028
1044,12,-118.509,34.028
1045,11,-118.508,34.028
1046,1,-118.506,34.028
1047,5,-118.505,34.028
1048,25,-118.504,34.028
1049,31,-118.503,34.028
1050,19,-118.501,34.028
1051,138,-118.5,34.028
1052,82,-118.499,34.028
1053,84,-118.498,34.028
1054,36,-118.497,34.028
1055,79,-118.496,34.028
1056,10,-118.495,34.028
1057,24,-118.494,34.028
1058,15,-118.493,34.028
1059,112,-118.492,34.028
1060,29,-118.491,34.028
1061,25,-118.49,34.028
1062,60,-118.489,34.028
1063,26,-118.488,34.028
